album_title,artist,release_date_iso,release_year,genre,label,country,musicbrainz_id,discogs_id,spotify_id,rdaa_certification,rdaa_cert_date,omdb_rating,omdb_metascore,anniversary_flag,date_source















