work_type,title,byline,release_date,month,day,extra,source_url,entry_date,peak_date,peak_position,date_source
song,Just a Dream,Jimmy Clanton,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-08-11,1958-08-25,4,
song,Nel Blu Dipinto Di Blu (Volare),Domenico Modugno,1958-02-01,02,01,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-08-11,1958-08-18,1,wikitext:released
song,Little Star,The Elegants,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-08-18,1958-08-25,1,
song,Bird Dog,The Everly Brothers,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-08-25,1958-09-15,2,
song,Born Too Late,The Poni-Tails,1986-10,10,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-08-25,1958-09-15,7,wikitext:released
song,Are You Really Mine?,Jimmie Rodgers,1958,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-09-01,1958-09-01,10,wikidata:P577
song,Ginger Bread,Frankie Avalon,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-09-01,1958-09-01,9,
song,Rockin' Robin,Bobby Day,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-09-08,1958-10-13,2,
song,Western Movies,The Olympics,1958-06,06,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-09-08,1958-09-15,8,wikitext:released
song,It's All in the Game,Tommy Edwards,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-09-15,1958-09-29,1,
song,Susie Darlin,Robin Luke,1958,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-09-15,1958-10-13,5,wikidata:P577
song,Tears on My Pillow,Little Anthony and the Imperials,1958-08,08,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-09-15,1958-10-13,4,wikitext:released
song,Devoted to You,The Everly Brothers,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-09-22,1958-09-22,10,
song,Near You,Roger Williams,1947-07-25,07,25,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-09-29,1958-09-29,10,wikidata:P577
song,Summertime Blues,Eddie Cochran,1958-07-21,07,21,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-09-29,1958-09-29,8,wikitext:released
song,Tea for Two Cha Cha,Tommy Dorsey,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-10-06,1958-11-03,7,
song,The End,Earl Grant,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-10-13,1958-10-13,7,
song,Chantilly Lace,The Big Bopper,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-10-20,1958-11-03,6,
song,It's Only Make Believe,Conway Twitty,1958,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-10-20,1958-11-10,1,wikidata:P577
song,Tom Dooley,The Kingston Trio,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-10-20,1958-11-17,1,
song,"Topsy, Part 2",Cozy Cole,1938,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-10-20,1958-10-20,3,wikidata:P577
song,I Got a Feeling,Ricky Nelson,1983,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-11-10,1958-11-10,10,wikidata:P577
song,To Know Him Is to Love Him,The Teddy Bears,1958-09,09,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-11-10,1958-12-01,1,wikitext:released
song,Beep Beep,The Playmates,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-11-17,1958-12-01,4,
song,Lonesome Town,Ricky Nelson,1958,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-11-17,1958-12-01,7,wikidata:P577
song,Queen of the Hop,Bobby Darin,1958-09,09,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-11-17,1958-11-17,9,wikitext:released
song,I Got Stung,Elvis Presley,1958,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-11-24,1958-11-24,8,wikidata:P577
song,One Night,Elvis Presley,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-11-24,1958-12-15,4,
song,Problems,The Everly Brothers,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-12-01,1958-12-15,2,
song,Smoke Gets in Your Eyes,The Platters,1933,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-12-15,1958-01-19,1,wikidata:P577
song,The Chipmunk Song (Christmas Don't Be Late),The Chipmunks with David Seville,1958-12-22,12,22,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-12-15,1958-12-22,1,wikidata:P577
song,A Lover's Question,Clyde McPhatter,1958-09,09,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-12-22,1958-01-19,6,wikidata:P577
song,Whole Lotta Lovin,Fats Domino,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-12-29,1958-01-12,6,
song,Fever,Peggy Lee,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-12-31,1958-08-25,8,
song,Hard Headed Woman,Elvis Presley,1958-06-10,06,10,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-12-31,1958-08-04,4,wikidata:P577
song,My True Love,Jack Scott,1958,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-12-31,1958-08-18,3,wikidata:P577
song,Patricia,Pérez Prado,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-12-31,1958-08-04,2,
song,Poor Little Fool,Ricky Nelson,1958-06-23,06,23,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-12-31,1958-08-04,1,wikidata:P577
song,Rebel 'Rouser,Duane Eddy,1958-05,05,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-12-31,1958-08-04,6,wikitext:released
song,Splish Splash,Bobby Darin,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-12-31,1958-08-04,3,
song,When,Kalin Twins,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-12-31,1958-08-04,5,
song,Willie and the Hand Jive,The Johnny Otis Show,1958,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-12-31,1958-08-04,9,wikidata:P577
song,Yakety Yak,The Coasters,1958-04,04,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1958,1958-12-31,1958-08-04,7,wikidata:P577
song,Gotta Travel On,Billy Grammer,1958-10,10,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-01-05,1959-01-12,4,wikitext:released
song,My Happiness,Connie Francis,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-01-05,1959-01-19,2,
song,16 Candles,The Crests,1984-05-04,05,04,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-01-19,1959-02-09,2,wikidata:P577
song,Donna,Ritchie Valens,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-01-19,1959-02-23,2,
song,Stagger Lee,Lloyd Price,1911,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-01-19,1959-02-09,1,wikidata:P577
song,Goodbye Baby,Jack Scott,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-01-26,1959-02-16,8,
song,Lonely Teardrops,Jackie Wilson,1958-11-17,11,17,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-01-26,1959-02-09,7,wikidata:P577
song,The All American Boy,Bill Parsons,1958,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-02-02,1959-02-02,2,wikidata:P577
song,Manhattan Spiritual,Reg Owen Orchestra,1958-11-05,11,05,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-02-09,1959-02-09,10,wikitext:released
song,Charlie Brown,The Coasters,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-02-23,1959-03-09,2,
song,I Cried a Tear,LaVern Baker,1958,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-02-23,1959-02-23,6,wikidata:P577
song,Peter Gunn,Ray Anthony,1958-09-22,09,22,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-02-23,1959-03-02,8,wikitext:released
song,Petite Fleur,Chris Barber,1952,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-02-23,1959-03-02,5,wikidata:P577
song,Tall Paul,Annette,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-02-23,1959-02-23,7,
song,Alvin's Harmonica,The Chipmunks with David Seville,1959-02-20,02,20,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-03-02,1959-03-16,3,wikidata:P577
song,Venus,Frankie Avalon,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-03-02,1959-03-09,1,
song,I've Had It,The Bell Notes,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-03-09,1959-03-09,6,
song,It's Just a Matter of Time,Brook Benton,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-03-09,1959-04-06,3,
song,Never Be Anyone Else But You,Ricky Nelson,1959,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-03-16,1959-04-06,6,wikidata:P577
song,Tragedy,Thomas Wayne,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-03-16,1959-03-23,5,
song,Come Softly to Me,The Fleetwoods,1959-02-16,02,16,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-03-23,1959-04-13,1,wikidata:P577
song,It's Late,Ricky Nelson,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-03-30,1959-04-06,9,
song,Pink Shoe Laces,Dodie Stevens,1959-02,02,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-03-30,1959-04-13,3,wikitext:released
song,Guitar Boogie Shuffle,The Virtues,1946-01-05,01,05,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-04-06,1959-04-27,5,wikitext:released
song,(Now and Then There's) A Fool Such as I,Elvis Presley,1952-11-14,11,14,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-04-13,1959-04-27,2,wikitext:released
song,I Need Your Love Tonight,Elvis Presley,1958,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-04-13,1959-04-20,4,wikidata:P577
song,Sorry (I Ran All the Way Home),The Impalas,1959-01,01,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-04-27,1959-05-11,2,wikitext:released
song,Tell Him No,Travis and Bob,1959-03-09,03,09,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-04-27,1959-04-27,8,wikitext:released
song,The Happy Organ,"Dave ""Baby"" Cortez",1959,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-04-27,1959-05-11,1,wikidata:P577
song,Turn Me Loose,Fabian,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-04-27,1959-05-11,9,
song,Kansas City,Wilbert Harrison,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-05-11,1959-05-18,1,
song,"Kookie, Kookie (Lend Me Your Comb)",Edward Byrnes with Connie Stevens,1959-03,03,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-05-11,1959-05-11,4,wikitext:released
song,A Teenager in Love,Dion and the Belmonts,1959,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-05-18,1959-05-18,5,wikidata:P577
song,Dream Lover,Bobby Darin,1959,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-05-18,1959-06-08,2,wikidata:P577
song,Quiet Village,Martin Denny,1958,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-05-18,1959-06-01,4,wikidata:P577
song,The Battle of New Orleans,Johnny Horton,1959-04,04,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-05-18,1959-06-01,1,wikidata:P577
song,Only You (And You Alone),Franck Pourcel's French Fiddles,1955-06,06,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-05-25,1959-06-01,9,wikitext:released
song,Personality,Lloyd Price,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-05-25,1959-06-15,2,
song,Lonely Boy,Paul Anka,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-06-15,1959-07-13,1,
song,Tallahassee Lassie,Freddy Cannon,1959-05,05,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-06-15,1959-06-29,6,wikitext:released
song,Along Came Jones,The Coasters,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-06-22,1959-06-22,9,
song,Lipstick on Your Collar,Connie Francis,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-06-22,1959-06-29,5,
song,Bobby Sox to Stockings,Frankie Avalon,1959,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-07-06,1959-07-06,8,wikidata:P577
song,Frankie,Connie Francis,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-07-06,1959-07-06,9,
song,Tiger,Fabian,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-07-06,1959-07-20,3,
song,Waterloo,Stonewall Jackson,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-07-06,1959-07-13,4,
song,A Boy Without a Girl,Frankie Avalon,1959,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-07-13,1959-07-13,10,wikidata:P577
song,My Heart Is an Open Book,Carl Dobkins Jr.,1958-12,12,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-07-13,1959-08-03,3,wikitext:released
song,A Big Hunk o' Love,Elvis Presley,1959-06-23,06,23,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-07-20,1959-08-10,1,wikitext:released
song,Forty Miles of Bad Road,Duane Eddy,1959-05,05,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-07-27,1959-07-27,9,wikitext:released
song,There Goes My Baby,The Drifters,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-07-27,1959-08-17,2,
song,Lavender Blue,Sammy Turner,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-08-03,1959-08-24,3,
song,Sweeter Than You,Ricky Nelson,1959-06-22,06,22,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-08-03,1959-08-03,9,wikidata:P577
song,What a Diff'rence a Day Makes,Dinah Washington,1934,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-08-10,1959-08-10,8,wikidata:P577
song,What'd I Say,Ray Charles,1959-06,06,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-08-10,1959-08-17,6,wikitext:released
song,Just a Little Too Much,Ricky Nelson,1959,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-08-17,1959-08-17,9,wikidata:P577
song,The Three Bells,The Browns,1959,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-08-17,1959-08-24,1,wikidata:P577
song,I Want to Walk You Home,Fats Domino,1959-07,07,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-08-24,1959-09-14,8,wikitext:released
song,Sea of Love,Phil Phillips,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-08-24,1959-08-24,2,
song,Sleep Walk,Santo & Johnny,1959-08-17,08,17,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-08-24,1959-09-21,1,wikidata:P577
song,I'm Gonna Get Married,Lloyd Price,1959-07,07,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-08-31,1959-09-14,3,wikitext:released
song,Red River Rock,Johnny and the Hurricanes,1928-01,01,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-08-31,1959-09-07,5,wikitext:released
song,(Till) I Kissed You,The Everly Brothers,1959,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-09-07,1959-09-21,4,wikidata:P577
song,Broken Hearted Melody,Sarah Vaughan,1959-07,07,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-09-07,1959-09-07,7,wikitext:released
song,Baby Talk,Jan and Dean,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-09-14,1959-09-14,10,
song,Mack the Knife,Bobby Darin,1928-08-31,08,31,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-09-14,1959-10-05,1,wikitext:released
song,Put Your Head on My Shoulder,Paul Anka,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-09-21,1959-10-05,2,
song,Teen Beat,Sandy Nelson,1967-08,08,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-09-28,1959-10-19,4,infobox:released
song,Mr. Blue,The Fleetwoods,1959-07,07,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-10-05,1959-11-16,1,wikidata:P577
song,Poison Ivy,The Coasters,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-10-05,1959-10-12,7,
song,Just Ask Your Heart,Frankie Avalon,1959,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-10-12,1959-10-26,7,wikidata:P577
song,Lonely Street,Andy Williams,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-10-12,1959-11-09,5,
song,Deck of Cards,Wink Martindale,1948,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-10-26,1959-11-02,7,wikidata:P577
song,Don't You Know?,Della Reese,1959,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-10-26,1959-11-30,2,wikidata:P577
song,Primrose Lane,Jerry Wallace,1959-06,06,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-10-26,1959-10-26,8,wikidata:P577
song,Heartaches by the Number,Guy Mitchell,1959,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-11-09,1959-12-14,1,wikidata:P577
song,Seven Little Girls Sitting in the Backseat,Paul Evans,1959,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-11-09,1959-11-09,9,wikidata:P577
song,So Many Ways,Brook Benton,1996,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-11-16,1959-11-23,6,wikidata:P577
song,In the Mood,Ernie Fields,1939-11-27,11,27,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-11-23,1959-12-14,4,wikidata:P577
song,We Got Love,Bobby Rydell,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-11-23,1959-12-07,6,
song,Be My Guest,Fats Domino,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-11-30,1959-12-07,8,
song,Danny Boy,Conway Twitty,1913,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-12-07,1959-12-07,10,wikidata:P577
song,Oh! Carol,Neil Sedaka,1959-09,09,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-12-07,1959-12-07,9,wikitext:released
song,It's Time to Cry,Paul Anka,1959-10,10,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-12-14,1959-12-28,4,wikitext:released
song,The Big Hurt,Miss Toni Fisher,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-12-14,1959-12-28,3,
song,Why,Frankie Avalon,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-12-14,1959-12-28,1,
song,Among My Souvenirs,Connie Francis,1927-10-25,10,25,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-12-21,1959-12-28,7,wikitext:released
song,El Paso,Marty Robbins,1680,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-12-21,1959-01-04,1,wikitext:released
song,Hound Dog Man,Fabian,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-12-21,1959-12-28,9,
song,Way Down Yonder in New Orleans,Freddy Cannon,1922,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-12-21,1959-01-11,3,wikidata:P577
song,Pretty Blue Eyes,Steve Lawrence,1959,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1959,1959-12-28,1959-01-04,9,wikidata:P577
song,"Go, Jimmy, Go",Jimmy Clanton,1959-11,11,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1960,1960-01-04,1960-02-01,5,wikitext:released
song,Running Bear,Johnny Preston,1959-08,08,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1960,1960-01-04,1960-01-18,1,wikitext:released
song,Teen Angel,Mark Dinning,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1960,1960-01-18,1960-02-08,1,
song,The Village of St. Bernadette,Andy Williams,1960,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1960,1960-01-18,1960-01-25,7,wikidata:P577
song,Where or When,Dion and the Belmonts,1937,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1960,1960-01-25,1960-02-08,3,wikidata:P577
song,Handy Man,Jimmy Jones,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1960,1960-02-01,1960-02-29,2,
song,He'll Have to Go,Jim Reeves,1959,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1960,1960-02-08,1960-03-07,2,wikidata:P577
song,Lonely Blue Boy,Conway Twitty,1960-01,01,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1960,1960-02-08,1960-02-08,6,wikitext:released
song,What in the World's Come Over You,Jack Scott,1959-12,12,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1960,1960-02-08,1960-02-22,5,wikitext:released
song,You Got What It Takes,Marv Johnson,1959,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1960,1960-02-08,1960-02-08,10,wikidata:P577
