work_type,title,byline,release_date,month,day,extra,source_url,entry_date,peak_date,peak_position,date_source
song,Danny's Song,Anne Murray,1971-11,11,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-03-17,1973-04-14,7,wikitext:released
song,Neither One of Us (Wants to Be the First to Say Goodbye),Gladys Knight & the Pips,1972-12-26,12,26,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-03-17,1973-04-07,2,wikidata:P577
song,Ain't No Woman (Like the One I've Got),Four Tops,1973-01,01,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-03-24,1973-04-07,4,wikidata:P577
song,Break Up to Make Up,The Stylistics,1973-02,02,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-03-24,1973-04-07,5,wikidata:P577
song,Sing,The Carpenters,2006-12,12,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-03-31,1973-04-21,3,infobox:released
song,The Night the Lights Went Out in Georgia,Vicki Lawrence,1972-02,02,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-03-31,1973-04-07,1,wikidata:P577
song,The Cisco Kid,War,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-04-07,1973-04-28,2,
song,Tie a Yellow Ribbon Round the Ole Oak Tree,Dawn featuring Tony Orlando,1973,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-04-07,1973-04-21,1,wikidata:P577
song,Call Me (Come Back Home),Al Green,1973-01-30,01,30,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-04-14,1973-04-14,10,wikidata:P577
song,Little Willy,The Sweet,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-04-21,1973-05-05,3,
song,Masterpiece,The Temptations,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-04-21,1973-04-28,7,
song,The Twelfth of Never,Donny Osmond,1964-06-23,06,23,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-04-21,1973-04-28,8,wikitext:released
song,Stuck in the Middle with You,Stealers Wheel,1973-02,02,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-04-28,1973-05-12,6,wikidata:P577
song,You Are the Sunshine of My Life,Stevie Wonder,1973-03,03,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-04-28,1973-05-19,1,wikidata:P577
song,Drift Away,Dobie Gray,1973-02,02,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-05-05,1973-05-12,5,wikidata:P577
song,Frankenstein,The Edgar Winter Group,1818-01-01,01,01,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-05-05,1973-05-26,1,wikitext:released
song,Daniel,Elton John,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-05-12,1973-06-02,2,
song,My Love,Paul McCartney and Wings,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-05-19,1973-06-02,1,
song,Pillow Talk,Sylvia,1959,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-05-19,1973-06-09,3,wikidata:P577
song,Wildflower,Skylark,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-05-19,1973-05-26,9,
song,Hocus Pocus,Focus,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-05-26,1973-06-02,9,
song,I'm Gonna Love You Just a Little More Baby,Barry White,1973-04,04,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-06-02,1973-06-23,3,wikidata:P577
song,Playground in My Mind,Clint Holmes,1972-06-21,06,21,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-06-02,1973-06-16,2,wikitext:released
song,Long Train Runnin,The Doobie Brothers,1973-03,03,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-06-09,1973-06-30,8,wikidata:P577
song,Give Me Love (Give Me Peace on Earth),George Harrison,1973-05-07,05,07,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-06-16,1973-06-30,1,wikidata:P577
song,Kodachrome,Paul Simon,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-06-16,1973-07-07,2,
song,Will It Go Round in Circles,Billy Preston,1973-03,03,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-06-16,1973-07-07,1,wikidata:P577
song,"Right Place, Wrong Time",Dr. John,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-06-23,1973-06-30,9,
song,Shambala,Three Dog Night,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-06-30,1973-07-28,3,
song,"Bad, Bad Leroy Brown",Jim Croce,1973,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-07-07,1973-07-21,1,wikidata:P577
song,Yesterday Once More,The Carpenters,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-07-07,1973-07-28,2,
song,Smoke on the Water,Deep Purple,1973-05,05,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-07-14,1973-07-28,4,wikitext:released
song,Boogie Woogie Bugle Boy,Bette Midler,1941,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-07-21,1973-07-21,8,wikidata:P577
song,Natural High,Bloodstone,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-07-21,1973-07-21,10,
song,Diamond Girl,Seals and Crofts,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-07-28,1973-07-28,6,
song,The Morning After,Maureen McGovern,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-07-28,1973-08-04,1,
song,Brother Louie,Stories,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-08-04,1973-08-25,1,
song,Live and Let Die,Paul McCartney and Wings,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-08-04,1973-08-11,2,
song,Touch Me in the Morning,Diana Ross,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-08-04,1973-08-18,1,
song,Let's Get It On,Marvin Gaye,1973-08-28,08,28,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-08-11,1973-09-08,1,wikidata:P577
song,Monster Mash,Bobby (Boris) Pickett and the Crypt-Kickers,1962-08-25,08,25,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-08-11,1973-08-11,10,wikidata:P577
song,Uneasy Rider,Charlie Daniels,1973-06,06,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-08-11,1973-08-11,9,wikitext:released
song,Delta Dawn,Helen Reddy,1971,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-08-18,1973-09-15,1,wikidata:P577
song,Feelin' Stronger Every Day,Chicago,1973,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-08-18,1973-08-18,10,wikidata:P577
song,Get Down,Gilbert O'Sullivan,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-08-18,1973-08-18,7,
song,"Say, Has Anybody Seen My Sweet Gypsy Rose",Dawn featuring Tony Orlando,1973-07,07,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-08-25,1973-09-15,3,wikidata:P577
song,Loves Me Like a Rock,Paul Simon,1973-07-17,07,17,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-09-01,1973-10-06,2,wikitext:released
song,Gypsy Man,War,1973,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-09-08,1973-09-15,8,wikidata:P577
song,Here I Am (Come and Take Me),Al Green,1973-06,06,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-09-08,1973-09-08,10,wikitext:released
song,We're an American Band,Grand Funk Railroad,1973-07,07,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-09-08,1973-09-29,1,wikitext:released
song,Half-Breed,Cher,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-09-22,1973-10-06,1,
song,Higher Ground,Stevie Wonder,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-09-22,1973-10-13,4,
song,That Lady,The Isley Brothers,1955,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-09-22,1973-10-06,6,wikidata:P577
song,My Maria,B. W. Stevenson,1973-08,08,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-09-29,1973-09-29,9,wikidata:P577
song,Ramblin' Man,The Allman Brothers Band,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-09-29,1973-10-13,2,
song,Angie,The Rolling Stones,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-10-06,1973-10-20,1,
song,Keep On Truckin,Eddie Kendricks,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-10-06,1973-11-10,1,
song,Midnight Train to Georgia,Gladys Knight & the Pips,1973-08,08,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-10-13,1973-10-27,1,wikidata:P577
song,Heartbeat - It's a Lovebeat,The DeFranco Family,1973-09,09,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-10-20,1973-11-17,3,wikidata:P577
song,Paper Roses,Marie Osmond,1960-04,04,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-10-20,1973-11-03,5,wikitext:released
song,All I Know,Art Garfunkel,1973,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-11-03,1973-11-10,9,wikidata:P577
song,Space Race,Billy Preston,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-11-03,1973-11-24,4,
song,Photograph,Ringo Starr,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-11-10,1973-11-24,1,
song,Top of the World,The Carpenters,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-11-10,1973-12-01,1,
song,I Got a Name,Jim Croce,1973-12-01,12,01,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-11-17,1973-11-17,10,wikidata:P577
song,Just You 'n' Me,Chicago,1973-09,09,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-11-17,1973-12-08,4,wikidata:P577
song,Goodbye Yellow Brick Road,Elton John,1973-10-05,10,05,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-11-24,1973-12-08,2,wikidata:P577
song,The Love I Lost,Harold Melvin & the Blue Notes,1973-09,09,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-11-24,1973-12-08,7,wikidata:P577
song,The Most Beautiful Girl,Charlie Rich,1973-09,09,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-12-01,1973-12-15,1,wikidata:P577
song,Hello It's Me,Todd Rundgren,1968-07,07,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-12-08,1973-12-22,5,wikitext:released
song,Leave Me Alone (Ruby Red Dress),Helen Reddy,1973,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-12-08,1973-12-29,3,wikidata:P577
song,If You're Ready (Come Go with Me),The Staple Singers,1973-10,10,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-12-15,1973-12-22,9,wikidata:P577
song,The Joker,Steve Miller Band,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-12-15,1973-01-12,1,
song,Time in a Bottle,Jim Croce,1973-11,11,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-12-15,1973-12-29,1,wikitext:released
song,"Never, Never Gonna Give Ya Up",Barry White,1973-10,10,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-12-22,1973-01-12,7,wikitext:released
song,Show and Tell,Al Wilson,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-12-29,1973-01-19,1,
song,Smokin' in the Boys Room,Brownsville Station,1973-10,10,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1973,1973-12-29,1973-01-19,3,wikitext:released
song,I've Got to Use My Imagination,Gladys Knight & the Pips,1973-11,11,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-01-05,1974-01-19,4,wikitext:released
song,Living for the City,Stevie Wonder,1973-11,11,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-01-05,1974-01-12,8,wikitext:released
song,Helen Wheels,Paul McCartney & Wings,1973-10-26,10,26,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-01-12,1974-01-12,10,wikidata:P577
song,Let Me Be There,Olivia Newton-John,1974-02-05,02,05,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-01-12,1974-02-09,6,wikidata:P577
song,You're Sixteen,Ringo Starr,1973-12-03,12,03,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-01-12,1974-01-26,1,wikidata:P577
song,Love's Theme,The Love Unlimited Orchestra,1973-11,11,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-01-19,1974-02-09,1,wikidata:P577
song,The Way We Were,Barbra Streisand,1973,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-01-19,1974-02-02,1,wikidata:P577
song,The Americans,Byron MacGregor,2014-02-05,02,05,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-01-26,1974-02-09,4,wikidata:P577
song,Spiders & Snakes,Jim Stafford,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-02-02,1974-03-02,3,
song,Until You Come Back to Me (That's What I'm Gonna Do),Aretha Franklin,1973-11,11,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-02-02,1974-02-23,3,wikidata:P577
song,Jungle Boogie,Kool & the Gang,1973-11-24,11,24,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-02-09,1974-03-09,4,wikidata:P577
song,Boogie Down,Eddie Kendricks,1973-12,12,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-02-16,1974-03-09,2,wikitext:released
song,Rock On,David Essex,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-02-16,1974-03-09,5,
song,Seasons in the Sun,Terry Jacks,1961,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-02-23,1974-03-02,1,wikidata:P577
song,Dark Lady,Cher,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-03-02,1974-03-23,1,
song,Put Your Hands Together,The O'Jays,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-03-02,1974-03-02,10,
song,Mockingbird,Carly Simon and James Taylor,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-03-09,1974-03-23,5,
song,Sunshine on My Shoulders,John Denver,1971,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-03-09,1974-03-30,1,wikidata:P577
song,Jet,Paul McCartney & Wings,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-03-16,1974-03-30,7,
song,Bennie and the Jets,Elton John,1974-02-04,02,04,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-03-23,1974-04-13,1,wikitext:released
song,Eres tú,Mocedades,1973-03,03,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-03-23,1974-03-23,9,wikitext:released
song,Hooked on a Feeling,Blue Swede,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-03-23,1974-04-06,1,
song,Come and Get Your Love,Redbone,1974-01,01,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-03-30,1974-04-13,5,wikitext:released
song,The Lord's Prayer,Sister Janet Mead,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-03-30,1974-04-13,4,
song,Best Thing That Ever Happened to Me,Gladys Knight & the Pips,1973-07,07,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-04-06,1974-04-27,3,wikidata:P577
song,TSOP (The Sound of Philadelphia),MFSB featuring The Three Degrees,1974,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-04-06,1974-04-20,1,wikidata:P577
song,Oh My My,Ringo Starr,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-04-13,1974-04-27,5,
song,I'll Have to Say I Love You in a Song,Jim Croce,1974-03,03,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-04-20,1974-04-27,9,wikidata:P577
song,The Loco-Motion,Grand Funk Railroad,1962-06,06,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-04-20,1974-05-04,1,wikidata:P577
song,Dancing Machine,The Jackson 5,1974-02,02,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-04-27,1974-05-18,2,wikidata:P577
song,Lookin' for a Love,Bobby Womack,1962-03,03,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-04-27,1974-04-27,10,wikidata:P577
song,Just Don't Want to Be Lonely,The Main Ingredient,1973-08,08,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-05-04,1974-05-04,10,wikitext:released
song,The Show Must Go On,Three Dog Night,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-05-04,1974-05-25,4,
song,The Streak,Ray Stevens,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-05-04,1974-05-18,1,
song,Tubular Bells,Mike Oldfield,1973-05-25,05,25,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-05-04,1974-05-11,7,wikidata:P577
song,(I've Been) Searchin' So Long,Chicago,1974-02,02,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-05-11,1974-05-11,9,wikidata:P577
song,Midnight at the Oasis,Maria Muldaur,1974-02,02,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-05-11,1974-06-01,6,wikidata:P577
song,The Entertainer,Marvin Hamlisch,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-05-11,1974-05-18,3,
song,Band on the Run,Paul McCartney & Wings,1973-12-05,12,05,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-05-18,1974-06-08,1,wikidata:P577
song,You Make Me Feel Brand New,The Stylistics,1973,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-05-18,1974-06-15,2,wikidata:P577
song,Help Me,Joni Mitchell,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-05-25,1974-06-08,7,
song,Billy Don't Be a Hero,Bo Donaldson and The Heywoods,1974-02,02,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-06-01,1974-06-15,1,wikitext:released
song,Oh Very Young,Cat Stevens,1974-03,03,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-06-01,1974-06-01,10,wikidata:P577
song,Sundown,Gordon Lightfoot,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-06-01,1974-06-29,1,
song,For the Love of Money,The O'Jays,1973,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-06-08,1974-06-15,9,wikidata:P577
song,Be Thankful for What You Got,William DeVaughn,1974-03,03,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-06-15,1974-06-29,4,wikitext:released
song,Hollywood Swinging,Kool & the Gang,1974-04-06,04,06,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-06-22,1974-07-06,6,wikidata:P577
song,If You Love Me (Let Me Know),Olivia Newton-John,1974-04,04,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-06-22,1974-06-29,5,wikidata:P577
song,Annie's Song,John Denver,1974-06,06,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-06-29,1974-07-27,1,wikitext:released
song,Rock the Boat,The Hues Corporation,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-06-29,1974-07-06,1,
song,Rock Your Baby,George McCrae,1974-05,05,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-06-29,1974-07-13,1,wikidata:P577
song,On and On,Gladys Knight & the Pips,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-07-06,1974-07-13,5,
song,You Won't See Me,Anne Murray,1965-12-03,12,03,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-07-06,1974-07-13,8,wikitext:released
song,Don't Let the Sun Go Down on Me,Elton John,1974-05-24,05,24,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-07-13,1974-07-27,2,wikitext:released
song,Rock and Roll Heaven,The Righteous Brothers,1973,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-07-13,1974-07-20,3,wikidata:P577
song,The Air That I Breathe,The Hollies,1974-01,01,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-07-13,1974-08-03,6,wikitext:released
song,Rikki Don't Lose That Number,Steely Dan,1974-04-25,04,25,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-07-20,1974-08-03,4,wikidata:P577
song,Call on Me,Chicago,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-07-27,1974-08-10,6,
song,Feel Like Makin' Love,Roberta Flack,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-07-27,1974-08-10,1,
song,Please Come to Boston,Dave Loggins,1974-05-06,05,06,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-07-27,1974-08-10,5,wikidata:P577
song,Sideshow,Blue Magic,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-08-03,1974-08-10,8,
song,The Night Chicago Died,Paper Lace,1974-06-15,06,15,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-08-03,1974-08-17,1,wikitext:released
song,Tell Me Something Good,Rufus and Chaka Khan,1974-06,06,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-08-10,1974-08-24,3,wikidata:P577
song,Waterloo,ABBA,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-08-10,1974-08-24,6,
song,Wildwood Weed,Jim Stafford,1974-07,07,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1974,1974-08-10,1974-08-24,7,wikidata:P577
